,gene_ids,feature_is_filtered,feature_name,feature_reference,feature_biotype
ENSG00000186854,ENSG00000186854,False,TRABD2A,NCBITaxon:9606,gene
ENSG00000152284,ENSG00000152284,False,TCF7L1,NCBITaxon:9606,gene
ENSG00000042493,ENSG00000042493,False,CAPG,NCBITaxon:9606,gene
ENSG00000168899,ENSG00000168899,False,VAMP5,NCBITaxon:9606,gene
ENSG00000115523,ENSG00000115523,False,GNLY,NCBITaxon:9606,gene
ENSG00000153563,ENSG00000153563,False,CD8A,NCBITaxon:9606,gene
ENSG00000172116,ENSG00000172116,False,CD8B,NCBITaxon:9606,gene
ENSG00000280721,ENSG00000280721,False,LINC01943,NCBITaxon:9606,gene
ENSG00000222041,ENSG00000222041,False,CYTOR,NCBITaxon:9606,gene
ENSG00000273445,ENSG00000273445,False,RP11-1399P15.1,NCBITaxon:9606,gene
ENSG00000211592,ENSG00000211592,False,IGKC,NCBITaxon:9606,gene
ENSG00000211598,ENSG00000211598,False,IGKV4-1,NCBITaxon:9606,gene
ENSG00000243466,ENSG00000243466,False,IGKV1-5,NCBITaxon:9606,gene
ENSG00000241351,ENSG00000241351,False,IGKV3-11,NCBITaxon:9606,gene
ENSG00000239951,ENSG00000239951,False,IGKV3-20,NCBITaxon:9606,gene
ENSG00000172005,ENSG00000172005,False,MAL,NCBITaxon:9606,gene
ENSG00000174501,ENSG00000174501,False,ANKRD36C,NCBITaxon:9606,gene
ENSG00000158050,ENSG00000158050,False,DUSP2,NCBITaxon:9606,gene
ENSG00000230747,ENSG00000230747,False,AC021188.4,NCBITaxon:9606,gene
ENSG00000198885,ENSG00000198885,False,ITPRIPL1,NCBITaxon:9606,gene
ENSG00000121152,ENSG00000121152,False,NCAPH,NCBITaxon:9606,gene
ENSG00000168754,ENSG00000168754,False,FAM178B,NCBITaxon:9606,gene
ENSG00000230606,ENSG00000230606,False,AC159540.1,NCBITaxon:9606,gene
ENSG00000115085,ENSG00000115085,False,ZAP70,NCBITaxon:9606,gene
ENSG00000071073,ENSG00000071073,False,MGAT4A,NCBITaxon:9606,gene
ENSG00000226791,ENSG00000226791,False,LINC02611,NCBITaxon:9606,gene
ENSG00000144218,ENSG00000144218,False,AFF3,NCBITaxon:9606,gene
ENSG00000115526,ENSG00000115526,False,CHST10,NCBITaxon:9606,gene
ENSG00000115590,ENSG00000115590,False,IL1R2,NCBITaxon:9606,gene
ENSG00000115604,ENSG00000115604,False,IL18R1,NCBITaxon:9606,gene
ENSG00000115607,ENSG00000115607,False,IL18RAP,NCBITaxon:9606,gene
ENSG00000226508,ENSG00000226508,False,LINC01918,NCBITaxon:9606,gene
ENSG00000115641,ENSG00000115641,False,FHL2,NCBITaxon:9606,gene
ENSG00000071051,ENSG00000071051,False,NCK2,NCBITaxon:9606,gene
ENSG00000119147,ENSG00000119147,False,ECRG4,NCBITaxon:9606,gene
ENSG00000135968,ENSG00000135968,False,GCC2,NCBITaxon:9606,gene
ENSG00000169756,ENSG00000169756,False,LIMS1,NCBITaxon:9606,gene
ENSG00000135960,ENSG00000135960,False,EDAR,NCBITaxon:9606,gene
ENSG00000144061,ENSG00000144061,False,NPHP1,NCBITaxon:9606,gene
ENSG00000169679,ENSG00000169679,False,BUB1,NCBITaxon:9606,gene
ENSG00000172965,ENSG00000172965,False,MIR4435-2HG,NCBITaxon:9606,gene
ENSG00000144152,ENSG00000144152,False,FBLN7,NCBITaxon:9606,gene
ENSG00000188177,ENSG00000188177,False,ZC3H6,NCBITaxon:9606,gene
ENSG00000169607,ENSG00000169607,False,CKAP2L,NCBITaxon:9606,gene
ENSG00000125538,ENSG00000125538,False,IL1B,NCBITaxon:9606,gene
ENSG00000136689,ENSG00000136689,False,IL1RN,NCBITaxon:9606,gene
ENSG00000019169,ENSG00000019169,False,MARCO,NCBITaxon:9606,gene
ENSG00000088179,ENSG00000088179,False,PTPN4,NCBITaxon:9606,gene
ENSG00000115112,ENSG00000115112,False,TFCP2L1,NCBITaxon:9606,gene
ENSG00000136732,ENSG00000136732,False,GYPC,NCBITaxon:9606,gene
ENSG00000136717,ENSG00000136717,False,BIN1,NCBITaxon:9606,gene
ENSG00000072135,ENSG00000072135,False,PTPN18,NCBITaxon:9606,gene
ENSG00000183292,ENSG00000183292,False,PRSS40A,NCBITaxon:9606,gene
ENSG00000152128,ENSG00000152128,False,TMEM163,NCBITaxon:9606,gene
ENSG00000226806,ENSG00000226806,False,LCT-AS1,NCBITaxon:9606,gene
ENSG00000076003,ENSG00000076003,False,MCM6,NCBITaxon:9606,gene
ENSG00000121966,ENSG00000121966,False,CXCR4,NCBITaxon:9606,gene
ENSG00000150540,ENSG00000150540,False,HNMT,NCBITaxon:9606,gene
ENSG00000169554,ENSG00000169554,False,ZEB2,NCBITaxon:9606,gene
ENSG00000168280,ENSG00000168280,False,KIF5C,NCBITaxon:9606,gene
ENSG00000184898,ENSG00000184898,False,RBM43,NCBITaxon:9606,gene
ENSG00000123610,ENSG00000123610,False,TNFAIP6,NCBITaxon:9606,gene
ENSG00000183091,ENSG00000183091,False,NEB,NCBITaxon:9606,gene
ENSG00000153234,ENSG00000153234,False,NR4A2,NCBITaxon:9606,gene
ENSG00000123612,ENSG00000123612,False,ACVR1C,NCBITaxon:9606,gene
ENSG00000241399,ENSG00000241399,False,CD302,NCBITaxon:9606,gene
ENSG00000144290,ENSG00000144290,False,SLC4A10,NCBITaxon:9606,gene
ENSG00000197635,ENSG00000197635,False,DPP4,NCBITaxon:9606,gene
ENSG00000115271,ENSG00000115271,False,GCA,NCBITaxon:9606,gene
ENSG00000082438,ENSG00000082438,False,COBLL1,NCBITaxon:9606,gene
ENSG00000236283,ENSG00000236283,False,AC013463.2,NCBITaxon:9606,gene
ENSG00000169507,ENSG00000169507,False,SLC38A11,NCBITaxon:9606,gene
ENSG00000153253,ENSG00000153253,False,SCN3A,NCBITaxon:9606,gene
ENSG00000169432,ENSG00000169432,False,SCN9A,NCBITaxon:9606,gene
ENSG00000152253,ENSG00000152253,False,SPC25,NCBITaxon:9606,gene
ENSG00000213160,ENSG00000213160,False,KLHL23,NCBITaxon:9606,gene
ENSG00000071909,ENSG00000071909,False,MYO3B,NCBITaxon:9606,gene
ENSG00000198586,ENSG00000198586,False,TLK1,NCBITaxon:9606,gene
ENSG00000091409,ENSG00000091409,False,ITGA6,NCBITaxon:9606,gene
ENSG00000232788,ENSG00000232788,False,ITGA6-AS1,NCBITaxon:9606,gene
ENSG00000225205,ENSG00000225205,False,AC093818.1,NCBITaxon:9606,gene
ENSG00000144354,ENSG00000144354,False,CDCA7,NCBITaxon:9606,gene
ENSG00000163328,ENSG00000163328,False,GPR155,NCBITaxon:9606,gene
ENSG00000128656,ENSG00000128656,False,CHN1,NCBITaxon:9606,gene
ENSG00000155657,ENSG00000155657,False,TTN,NCBITaxon:9606,gene
ENSG00000163492,ENSG00000163492,False,CCDC141,NCBITaxon:9606,gene
ENSG00000234663,ENSG00000234663,False,LINC01934,NCBITaxon:9606,gene
ENSG00000115232,ENSG00000115232,False,ITGA4,NCBITaxon:9606,gene
ENSG00000061676,ENSG00000061676,False,NCKAP1,NCBITaxon:9606,gene
ENSG00000162999,ENSG00000162999,False,DUSP19,NCBITaxon:9606,gene
ENSG00000003436,ENSG00000003436,False,TFPI,NCBITaxon:9606,gene
ENSG00000138449,ENSG00000138449,False,SLC40A1,NCBITaxon:9606,gene
ENSG00000187699,ENSG00000187699,False,C2orf88,NCBITaxon:9606,gene
ENSG00000272979,ENSG00000272979,False,RP11-647K16.1,NCBITaxon:9606,gene
ENSG00000115415,ENSG00000115415,False,STAT1,NCBITaxon:9606,gene
ENSG00000138378,ENSG00000138378,False,STAT4,NCBITaxon:9606,gene
ENSG00000128641,ENSG00000128641,False,MYO1B,NCBITaxon:9606,gene
ENSG00000173559,ENSG00000173559,False,NABP1,NCBITaxon:9606,gene
ENSG00000168497,ENSG00000168497,False,CAVIN2,NCBITaxon:9606,gene
ENSG00000196950,ENSG00000196950,False,SLC39A10,NCBITaxon:9606,gene
ENSG00000229056,ENSG00000229056,False,HECW2-AS1,NCBITaxon:9606,gene
ENSG00000231621,ENSG00000231621,False,ANKRD44-AS1,NCBITaxon:9606,gene
ENSG00000115896,ENSG00000115896,False,PLCL1,NCBITaxon:9606,gene
ENSG00000163535,ENSG00000163535,False,SGO2,NCBITaxon:9606,gene
ENSG00000178562,ENSG00000178562,False,CD28,NCBITaxon:9606,gene
ENSG00000163599,ENSG00000163599,False,CTLA4,NCBITaxon:9606,gene
ENSG00000163600,ENSG00000163600,False,ICOS,NCBITaxon:9606,gene
ENSG00000116117,ENSG00000116117,False,PARD3B,NCBITaxon:9606,gene
ENSG00000114942,ENSG00000114942,False,EEF1B2,NCBITaxon:9606,gene
ENSG00000204186,ENSG00000204186,False,ZDBF2,NCBITaxon:9606,gene
ENSG00000114948,ENSG00000114948,False,ADAM23,NCBITaxon:9606,gene
ENSG00000224137,ENSG00000224137,False,LINC01857,NCBITaxon:9606,gene
ENSG00000078018,ENSG00000078018,False,MAP2,NCBITaxon:9606,gene
ENSG00000030419,ENSG00000030419,False,IKZF2,NCBITaxon:9606,gene
ENSG00000270659,ENSG00000270659,False,RP11-105N14.1,NCBITaxon:9606,gene
ENSG00000115414,ENSG00000115414,False,FN1,NCBITaxon:9606,gene
ENSG00000163449,ENSG00000163449,False,TMEM169,NCBITaxon:9606,gene
ENSG00000079308,ENSG00000079308,False,TNS1,NCBITaxon:9606,gene
ENSG00000180871,ENSG00000180871,False,CXCR2,NCBITaxon:9606,gene
ENSG00000163464,ENSG00000163464,False,CXCR1,NCBITaxon:9606,gene
ENSG00000018280,ENSG00000018280,False,SLC11A1,NCBITaxon:9606,gene
ENSG00000127831,ENSG00000127831,False,VIL1,NCBITaxon:9606,gene
ENSG00000135929,ENSG00000135929,False,CYP27A1,NCBITaxon:9606,gene
ENSG00000135925,ENSG00000135925,False,WNT10A,NCBITaxon:9606,gene
ENSG00000127824,ENSG00000127824,False,TUBA4A,NCBITaxon:9606,gene
ENSG00000054356,ENSG00000054356,False,PTPRN,NCBITaxon:9606,gene
ENSG00000116106,ENSG00000116106,False,EPHA4,NCBITaxon:9606,gene
ENSG00000135919,ENSG00000135919,False,SERPINE2,NCBITaxon:9606,gene
ENSG00000169047,ENSG00000169047,False,IRS1,NCBITaxon:9606,gene
ENSG00000081052,ENSG00000081052,False,COL4A4,NCBITaxon:9606,gene
ENSG00000115009,ENSG00000115009,False,CCL20,NCBITaxon:9606,gene
ENSG00000153823,ENSG00000153823,False,PID1,NCBITaxon:9606,gene
ENSG00000079263,ENSG00000079263,False,SP140,NCBITaxon:9606,gene
ENSG00000135916,ENSG00000135916,False,ITM2C,NCBITaxon:9606,gene
ENSG00000135898,ENSG00000135898,False,GPR55,NCBITaxon:9606,gene
ENSG00000156966,ENSG00000156966,False,B3GNT7,NCBITaxon:9606,gene
ENSG00000171596,ENSG00000171596,False,NMUR1,NCBITaxon:9606,gene
ENSG00000123485,ENSG00000123485,False,HJURP,NCBITaxon:9606,gene
ENSG00000188042,ENSG00000188042,False,ARL4C,NCBITaxon:9606,gene
ENSG00000157985,ENSG00000157985,False,AGAP1,NCBITaxon:9606,gene
ENSG00000132321,ENSG00000132321,False,IQCA1,NCBITaxon:9606,gene
ENSG00000144476,ENSG00000144476,False,ACKR3,NCBITaxon:9606,gene
ENSG00000163359,ENSG00000163359,False,COL6A3,NCBITaxon:9606,gene
ENSG00000132329,ENSG00000132329,False,RAMP1,NCBITaxon:9606,gene
ENSG00000144485,ENSG00000144485,False,HES6,NCBITaxon:9606,gene
ENSG00000115687,ENSG00000115687,False,PASK,NCBITaxon:9606,gene
ENSG00000176720,ENSG00000176720,False,BOK,NCBITaxon:9606,gene
ENSG00000188389,ENSG00000188389,False,PDCD1,NCBITaxon:9606,gene
ENSG00000134121,ENSG00000134121,False,CHL1,NCBITaxon:9606,gene
ENSG00000235978,ENSG00000235978,False,AC018816.3,NCBITaxon:9606,gene
ENSG00000134107,ENSG00000134107,False,BHLHE40,NCBITaxon:9606,gene
ENSG00000180914,ENSG00000180914,False,OXTR,NCBITaxon:9606,gene
ENSG00000088726,ENSG00000088726,False,TMEM40,NCBITaxon:9606,gene
ENSG00000144713,ENSG00000144713,False,RPL32,NCBITaxon:9606,gene
ENSG00000131370,ENSG00000131370,False,SH3BP5,NCBITaxon:9606,gene
ENSG00000206561,ENSG00000206561,False,COLQ,NCBITaxon:9606,gene
ENSG00000206560,ENSG00000206560,False,ANKRD28,NCBITaxon:9606,gene
ENSG00000154814,ENSG00000154814,False,OXNAD1,NCBITaxon:9606,gene
ENSG00000182568,ENSG00000182568,False,SATB1,NCBITaxon:9606,gene
ENSG00000183960,ENSG00000183960,False,KCNH8,NCBITaxon:9606,gene
ENSG00000129810,ENSG00000129810,False,SGO1,NCBITaxon:9606,gene
ENSG00000151789,ENSG00000151789,False,ZNF385D,NCBITaxon:9606,gene
ENSG00000151090,ENSG00000151090,False,THRB,NCBITaxon:9606,gene
ENSG00000272282,ENSG00000272282,False,LINC02084,NCBITaxon:9606,gene
ENSG00000163508,ENSG00000163508,False,EOMES,NCBITaxon:9606,gene
ENSG00000187118,ENSG00000187118,False,CMC1,NCBITaxon:9606,gene
ENSG00000144642,ENSG00000144642,False,RBMS3,NCBITaxon:9606,gene
ENSG00000144645,ENSG00000144645,False,OSBPL10,NCBITaxon:9606,gene
ENSG00000197385,ENSG00000197385,False,ZNF860,NCBITaxon:9606,gene
ENSG00000170293,ENSG00000170293,False,CMTM8,NCBITaxon:9606,gene
ENSG00000183813,ENSG00000183813,False,CCR4,NCBITaxon:9606,gene
ENSG00000144674,ENSG00000144674,False,GOLGA4,NCBITaxon:9606,gene
ENSG00000144677,ENSG00000144677,False,CTDSPL,NCBITaxon:9606,gene
ENSG00000168329,ENSG00000168329,False,CX3CR1,NCBITaxon:9606,gene
ENSG00000168028,ENSG00000168028,False,RPSA,NCBITaxon:9606,gene
ENSG00000196653,ENSG00000196653,False,ZNF502,NCBITaxon:9606,gene
ENSG00000163808,ENSG00000163808,False,KIF15,NCBITaxon:9606,gene
ENSG00000249992,ENSG00000249992,False,TMEM158,NCBITaxon:9606,gene
ENSG00000173585,ENSG00000173585,False,CCR9,NCBITaxon:9606,gene
ENSG00000172215,ENSG00000172215,False,CXCR6,NCBITaxon:9606,gene
ENSG00000163823,ENSG00000163823,False,CCR1,NCBITaxon:9606,gene
ENSG00000181585,ENSG00000181585,False,TMIE,NCBITaxon:9606,gene
ENSG00000185614,ENSG00000185614,False,INKA1,NCBITaxon:9606,gene
ENSG00000114353,ENSG00000114353,False,GNAI2,NCBITaxon:9606,gene
ENSG00000007402,ENSG00000007402,False,CACNA2D2,NCBITaxon:9606,gene
ENSG00000114737,ENSG00000114737,False,CISH,NCBITaxon:9606,gene
ENSG00000145050,ENSG00000145050,False,MANF,NCBITaxon:9606,gene
ENSG00000163931,ENSG00000163931,False,TKT,NCBITaxon:9606,gene
ENSG00000163687,ENSG00000163687,False,DNASE1L3,NCBITaxon:9606,gene
ENSG00000189283,ENSG00000189283,False,FHIT,NCBITaxon:9606,gene
ENSG00000144724,ENSG00000144724,False,PTPRG,NCBITaxon:9606,gene
ENSG00000144749,ENSG00000144749,False,LRIG1,NCBITaxon:9606,gene
ENSG00000183662,ENSG00000183662,False,TAFA1,NCBITaxon:9606,gene
ENSG00000163380,ENSG00000163380,False,LMOD3,NCBITaxon:9606,gene
ENSG00000114541,ENSG00000114541,False,FRMD4B,NCBITaxon:9606,gene
ENSG00000114861,ENSG00000114861,False,FOXP1,NCBITaxon:9606,gene
ENSG00000163421,ENSG00000163421,False,PROK2,NCBITaxon:9606,gene
ENSG00000179097,ENSG00000179097,False,HTR1F,NCBITaxon:9606,gene
ENSG00000184500,ENSG00000184500,False,PROS1,NCBITaxon:9606,gene
ENSG00000269028,ENSG00000269028,False,MTRNR2L12,NCBITaxon:9606,gene
ENSG00000080822,ENSG00000080822,False,CLDND1,NCBITaxon:9606,gene
ENSG00000184220,ENSG00000184220,False,CMSS1,NCBITaxon:9606,gene
ENSG00000144802,ENSG00000144802,False,NFKBIZ,NCBITaxon:9606,gene
ENSG00000114423,ENSG00000114423,False,CBLB,NCBITaxon:9606,gene
ENSG00000243701,ENSG00000243701,False,DUBR,NCBITaxon:9606,gene
ENSG00000271856,ENSG00000271856,False,LINC01215,NCBITaxon:9606,gene
ENSG00000114446,ENSG00000114446,False,IFT57,NCBITaxon:9606,gene
ENSG00000198919,ENSG00000198919,False,DZIP3,NCBITaxon:9606,gene
ENSG00000163519,ENSG00000163519,False,TRAT1,NCBITaxon:9606,gene
ENSG00000121570,ENSG00000121570,False,DPPA4,NCBITaxon:9606,gene
ENSG00000177707,ENSG00000177707,False,NECTIN3,NCBITaxon:9606,gene
ENSG00000153283,ENSG00000153283,False,CD96,NCBITaxon:9606,gene
ENSG00000240891,ENSG00000240891,False,PLCXD2,NCBITaxon:9606,gene
ENSG00000144824,ENSG00000144824,False,PHLDB2,NCBITaxon:9606,gene
ENSG00000174500,ENSG00000174500,False,GCSAM,NCBITaxon:9606,gene
ENSG00000091972,ENSG00000091972,False,CD200,NCBITaxon:9606,gene
ENSG00000186265,ENSG00000186265,False,BTLA,NCBITaxon:9606,gene
ENSG00000072858,ENSG00000072858,False,SIDT1,NCBITaxon:9606,gene
ENSG00000178075,ENSG00000178075,False,GRAMD1C,NCBITaxon:9606,gene
ENSG00000163617,ENSG00000163617,False,CCDC191,NCBITaxon:9606,gene
ENSG00000241490,ENSG00000241490,False,RP11-553L6.2,NCBITaxon:9606,gene
ENSG00000174255,ENSG00000174255,False,ZNF80,NCBITaxon:9606,gene
ENSG00000181847,ENSG00000181847,False,TIGIT,NCBITaxon:9606,gene
ENSG00000181722,ENSG00000181722,False,ZBTB20,NCBITaxon:9606,gene
ENSG00000241560,ENSG00000241560,False,ZBTB20-AS1,NCBITaxon:9606,gene
ENSG00000163430,ENSG00000163430,False,FSTL1,NCBITaxon:9606,gene
ENSG00000113924,ENSG00000113924,False,HGD,NCBITaxon:9606,gene
ENSG00000145088,ENSG00000145088,False,EAF2,NCBITaxon:9606,gene
ENSG00000121552,ENSG00000121552,False,CSTA,NCBITaxon:9606,gene
ENSG00000173200,ENSG00000173200,False,PARP15,NCBITaxon:9606,gene
ENSG00000173193,ENSG00000173193,False,PARP14,NCBITaxon:9606,gene
ENSG00000065534,ENSG00000065534,False,MYLK,NCBITaxon:9606,gene
ENSG00000160145,ENSG00000160145,False,KALRN,NCBITaxon:9606,gene
ENSG00000082781,ENSG00000082781,False,ITGB5,NCBITaxon:9606,gene
ENSG00000189366,ENSG00000189366,False,ALG1L,NCBITaxon:9606,gene
ENSG00000074416,ENSG00000074416,False,MGLL,NCBITaxon:9606,gene
ENSG00000179348,ENSG00000179348,False,GATA2,NCBITaxon:9606,gene
ENSG00000169704,ENSG00000169704,False,GP9,NCBITaxon:9606,gene
ENSG00000184897,ENSG00000184897,False,H1-10,NCBITaxon:9606,gene
ENSG00000154917,ENSG00000154917,False,RAB6B,NCBITaxon:9606,gene
ENSG00000154928,ENSG00000154928,False,EPHB1,NCBITaxon:9606,gene
ENSG00000177311,ENSG00000177311,False,ZBTB38,NCBITaxon:9606,gene
ENSG00000155903,ENSG00000155903,False,RASA2,NCBITaxon:9606,gene
ENSG00000114126,ENSG00000114126,False,TFDP2,NCBITaxon:9606,gene
ENSG00000175066,ENSG00000175066,False,GK5,NCBITaxon:9606,gene
ENSG00000120756,ENSG00000120756,False,PLS1,NCBITaxon:9606,gene
ENSG00000175040,ENSG00000175040,False,CHST2,NCBITaxon:9606,gene
ENSG00000188313,ENSG00000188313,False,PLSCR1,NCBITaxon:9606,gene
ENSG00000071794,ENSG00000071794,False,HLTF,NCBITaxon:9606,gene
ENSG00000144893,ENSG00000144893,False,MED12L,NCBITaxon:9606,gene
ENSG00000174946,ENSG00000174946,False,GPR171,NCBITaxon:9606,gene
ENSG00000174944,ENSG00000174944,False,P2RY14,NCBITaxon:9606,gene
ENSG00000181631,ENSG00000181631,False,P2RY13,NCBITaxon:9606,gene
ENSG00000198829,ENSG00000198829,False,SUCNR1,NCBITaxon:9606,gene
ENSG00000169860,ENSG00000169860,False,P2RY1,NCBITaxon:9606,gene
ENSG00000196549,ENSG00000196549,False,MME,NCBITaxon:9606,gene
ENSG00000174928,ENSG00000174928,False,C3orf33,NCBITaxon:9606,gene
ENSG00000163661,ENSG00000163661,False,PTX3,NCBITaxon:9606,gene
ENSG00000178053,ENSG00000178053,False,MLF1,NCBITaxon:9606,gene
ENSG00000113810,ENSG00000113810,False,SMC4,NCBITaxon:9606,gene
ENSG00000196542,ENSG00000196542,False,SPTSSB,NCBITaxon:9606,gene
ENSG00000163536,ENSG00000163536,False,SERPINI1,NCBITaxon:9606,gene
ENSG00000163577,ENSG00000163577,False,EIF5A2,NCBITaxon:9606,gene
ENSG00000154310,ENSG00000154310,False,TNIK,NCBITaxon:9606,gene
ENSG00000121858,ENSG00000121858,False,TNFSF10,NCBITaxon:9606,gene
ENSG00000078081,ENSG00000078081,False,LAMP3,NCBITaxon:9606,gene
ENSG00000163898,ENSG00000163898,False,LIPH,NCBITaxon:9606,gene
ENSG00000113916,ENSG00000113916,False,BCL6,NCBITaxon:9606,gene
ENSG00000188001,ENSG00000188001,False,TPRG1,NCBITaxon:9606,gene
ENSG00000152492,ENSG00000152492,False,CCDC50,NCBITaxon:9606,gene
ENSG00000127249,ENSG00000127249,False,ATP13A4,NCBITaxon:9606,gene
ENSG00000114315,ENSG00000114315,False,HES1,NCBITaxon:9606,gene
ENSG00000178732,ENSG00000178732,False,GP5,NCBITaxon:9606,gene
ENSG00000163958,ENSG00000163958,False,ZDHHC19,NCBITaxon:9606,gene
ENSG00000145107,ENSG00000145107,False,TM4SF19,NCBITaxon:9606,gene
ENSG00000272602,ENSG00000272602,False,ZNF595,NCBITaxon:9606,gene
ENSG00000159674,ENSG00000159674,False,SPON2,NCBITaxon:9606,gene
ENSG00000159733,ENSG00000159733,False,ZFYVE28,NCBITaxon:9606,gene
ENSG00000145220,ENSG00000145220,False,LYAR,NCBITaxon:9606,gene
ENSG00000168824,ENSG00000168824,False,NSG1,NCBITaxon:9606,gene
ENSG00000170891,ENSG00000170891,False,CYTL1,NCBITaxon:9606,gene
ENSG00000152969,ENSG00000152969,False,JAKMIP1,NCBITaxon:9606,gene
ENSG00000246526,ENSG00000246526,False,LINC02481,NCBITaxon:9606,gene
ENSG00000163993,ENSG00000163993,False,S100P,NCBITaxon:9606,gene
ENSG00000245468,ENSG00000245468,False,LINC02447,NCBITaxon:9606,gene
ENSG00000196526,ENSG00000196526,False,AFAP1,NCBITaxon:9606,gene
ENSG00000109684,ENSG00000109684,False,CLNK,NCBITaxon:9606,gene
ENSG00000248360,ENSG00000248360,False,LINC00504,NCBITaxon:9606,gene
ENSG00000109743,ENSG00000109743,False,BST1,NCBITaxon:9606,gene
ENSG00000004468,ENSG00000004468,False,CD38,NCBITaxon:9606,gene
ENSG00000137441,ENSG00000137441,False,FGFBP2,NCBITaxon:9606,gene
ENSG00000169744,ENSG00000169744,False,LDB2,NCBITaxon:9606,gene
ENSG00000002549,ENSG00000002549,False,LAP3,NCBITaxon:9606,gene
ENSG00000109805,ENSG00000109805,False,NCAPG,NCBITaxon:9606,gene
ENSG00000091490,ENSG00000091490,False,SEL1L3,NCBITaxon:9606,gene
ENSG00000240005,ENSG00000240005,False,STIM2-AS1,NCBITaxon:9606,gene
ENSG00000047365,ENSG00000047365,False,ARAP2,NCBITaxon:9606,gene
ENSG00000197057,ENSG00000197057,False,DTHD1,NCBITaxon:9606,gene
ENSG00000174123,ENSG00000174123,False,TLR10,NCBITaxon:9606,gene
ENSG00000121895,ENSG00000121895,False,TMEM156,NCBITaxon:9606,gene
ENSG00000168421,ENSG00000168421,False,RHOH,NCBITaxon:9606,gene
ENSG00000074966,ENSG00000074966,False,TXK,NCBITaxon:9606,gene
ENSG00000145247,ENSG00000145247,False,OCIAD2,NCBITaxon:9606,gene
ENSG00000157404,ENSG00000157404,False,KIT,NCBITaxon:9606,gene
ENSG00000171476,ENSG00000171476,False,HOPX,NCBITaxon:9606,gene
ENSG00000128040,ENSG00000128040,False,SPINK2,NCBITaxon:9606,gene
ENSG00000163453,ENSG00000163453,False,IGFBP7,NCBITaxon:9606,gene
ENSG00000035720,ENSG00000035720,False,STAP1,NCBITaxon:9606,gene
ENSG00000197888,ENSG00000197888,False,UGT2B17,NCBITaxon:9606,gene
ENSG00000132465,ENSG00000132465,False,JCHAIN,NCBITaxon:9606,gene
ENSG00000080493,ENSG00000080493,False,SLC4A4,NCBITaxon:9606,gene
ENSG00000169435,ENSG00000169435,False,RASSF6,NCBITaxon:9606,gene
ENSG00000169429,ENSG00000169429,False,CXCL8,NCBITaxon:9606,gene
ENSG00000109272,ENSG00000109272,False,PF4V1,NCBITaxon:9606,gene
ENSG00000163739,ENSG00000163739,False,CXCL1,NCBITaxon:9606,gene
ENSG00000163737,ENSG00000163737,False,PF4,NCBITaxon:9606,gene
ENSG00000163736,ENSG00000163736,False,PPBP,NCBITaxon:9606,gene
ENSG00000163735,ENSG00000163735,False,CXCL5,NCBITaxon:9606,gene
ENSG00000163734,ENSG00000163734,False,CXCL3,NCBITaxon:9606,gene
ENSG00000081041,ENSG00000081041,False,CXCL2,NCBITaxon:9606,gene
ENSG00000124882,ENSG00000124882,False,EREG,NCBITaxon:9606,gene
ENSG00000109321,ENSG00000109321,False,AREG,NCBITaxon:9606,gene
ENSG00000260265,ENSG00000260265,False,LINC02562,NCBITaxon:9606,gene
ENSG00000138769,ENSG00000138769,False,CDKL2,NCBITaxon:9606,gene
ENSG00000138744,ENSG00000138744,False,NAAA,NCBITaxon:9606,gene
ENSG00000138755,ENSG00000138755,False,CXCL9,NCBITaxon:9606,gene
ENSG00000169245,ENSG00000169245,False,CXCL10,NCBITaxon:9606,gene
ENSG00000138758,ENSG00000138758,False,SEPTIN11,NCBITaxon:9606,gene
ENSG00000169288,ENSG00000169288,False,MRPL1,NCBITaxon:9606,gene
ENSG00000250334,ENSG00000250334,False,LINC00989,NCBITaxon:9606,gene
ENSG00000138669,ENSG00000138669,False,PRKG2,NCBITaxon:9606,gene
ENSG00000138670,ENSG00000138670,False,RASGEF1B,NCBITaxon:9606,gene
ENSG00000145284,ENSG00000145284,False,SCD5,NCBITaxon:9606,gene
ENSG00000145287,ENSG00000145287,False,PLAC8,NCBITaxon:9606,gene
ENSG00000138639,ENSG00000138639,False,ARHGAP24,NCBITaxon:9606,gene
ENSG00000163629,ENSG00000163629,False,PTPN13,NCBITaxon:9606,gene
ENSG00000163644,ENSG00000163644,False,PPM1K,NCBITaxon:9606,gene
ENSG00000138646,ENSG00000138646,False,HERC5,NCBITaxon:9606,gene
ENSG00000177432,ENSG00000177432,False,NAP1L5,NCBITaxon:9606,gene
ENSG00000138640,ENSG00000138640,False,FAM13A,NCBITaxon:9606,gene
ENSG00000185477,ENSG00000185477,False,GPRIN3,NCBITaxon:9606,gene
ENSG00000145335,ENSG00000145335,False,SNCA,NCBITaxon:9606,gene
ENSG00000138722,ENSG00000138722,False,MMRN1,NCBITaxon:9606,gene
ENSG00000163106,ENSG00000163106,False,HPGDS,NCBITaxon:9606,gene
ENSG00000168785,ENSG00000168785,False,TSPAN5,NCBITaxon:9606,gene
ENSG00000070190,ENSG00000070190,False,DAPP1,NCBITaxon:9606,gene
ENSG00000153064,ENSG00000153064,False,BANK1,NCBITaxon:9606,gene
ENSG00000138821,ENSG00000138821,False,SLC39A8,NCBITaxon:9606,gene
ENSG00000248161,ENSG00000248161,False,RP11-499E18.1,NCBITaxon:9606,gene
